lat,lon,useful_crop_percentage,useless_non_crop_percentage
40.93487935325868,-88.76444348595373,84.44,15.56
35.43487935325868,-91.26444348595372,84.42,15.58
35.43487935325868,-119.26444348595372,84.4,15.6
35.43487935325868,-90.26444348595372,84.33,15.67
48.43487935325868,-98.76444348595372,84.1,15.9
40.43487935325868,-88.76444348595373,84.05,15.95
45.43487935325868,-95.76444348595372,84.03,15.97
33.93487935325868,-90.76444348595372,83.98,16.02
46.93487935325868,-117.26444348595372,83.7,16.3
35.93487935325868,-119.26444348595372,83.58,16.42
43.93487935325868,-93.76444348595372,83.52,16.48
40.93487935325868,-86.26444348595373,83.35,16.65
48.93487935325868,-97.26444348595372,83.33,16.67
48.43487935325868,-103.26444348595372,83.33,16.67
45.93487935325868,-96.76444348595372,83.33,16.67
40.43487935325868,-95.26444348595372,83.02,16.98
43.93487935325868,-94.26444348595372,82.99,17.01
48.43487935325868,-110.26444348595372,82.99,17.01
47.43487935325868,-97.76444348595372,82.92,17.08
48.93487935325868,-101.76444348595372,82.85,17.15
42.43487935325868,-96.76444348595372,82.67,17.33
41.43487935325868,-89.76444348595373,82.63,17.37
34.43487935325868,-102.76444348595372,82.63,17.37
42.43487935325868,-97.76444348595372,82.38,17.62
40.93487935325868,-84.26444348595373,82.23,17.77
40.43487935325868,-96.76444348595372,82.17,17.83
48.93487935325868,-104.76444348595372,82.1,17.9
43.93487935325868,-95.76444348595372,81.92,18.08
39.43487935325868,-101.26444348595372,81.71,18.29
48.93487935325868,-97.76444348595372,81.71,18.29
36.43487935325868,-100.76444348595372,81.65,18.35
42.93487935325868,-93.26444348595372,81.59,18.41
41.43487935325868,-95.26444348595372,81.59,18.41
42.93487935325868,-94.26444348595372,81.59,18.41
42.43487935325868,-113.76444348595372,81.35,18.65
40.93487935325868,-83.76444348595373,81.32,18.68
39.43487935325868,-89.26444348595373,81.17,18.83
41.93487935325868,-89.76444348595373,81.16,18.84
41.93487935325868,-96.76444348595372,81.14,18.86
47.43487935325868,-118.26444348595372,80.92,19.08
35.93487935325868,-102.26444348595372,80.73,19.27
41.43487935325868,-84.26444348595373,80.42,19.58
46.93487935325868,-97.76444348595372,80.41,19.59
34.43487935325868,-90.76444348595372,80.34,19.66
43.93487935325868,-92.76444348595372,80.2,19.8
48.93487935325868,-103.26444348595372,80.17,19.83
40.93487935325868,-86.76444348595373,79.85,20.15
44.93487935325868,-98.26444348595372,79.81,20.19
38.43487935325868,-101.76444348595372,79.78,20.22
39.93487935325868,-86.76444348595373,79.71,20.29
40.93487935325868,-89.26444348595373,79.7,20.3
41.43487935325868,-86.76444348595373,79.54,20.46
36.43487935325868,-119.26444348595372,79.49,20.51
40.43487935325868,-84.76444348595373,79.24,20.76
43.43487935325868,-97.26444348595372,79.23,20.77
36.93487935325868,-89.26444348595373,79.17,20.83
37.43487935325868,-101.76444348595372,79.14,20.86
